fuente,nombre,marca,categoria,url,ingredientes,condiciones_alimentarias,porcion,porciones_por_envase,energia_kcal,proteinas_g,grasas_totales_g,grasas_saturadas_g,grasas_trans_g,colesterol_mg,carbohidratos_g,azucares_g,sodio_mg,fibra_dietetica_g,tipo_alimento,base_calculo,sello_alto_calorias,sello_alto_azucares,sello_alto_grasas_sat,sello_alto_sodio,total_sellos
Jumbo,Crema Catalana Carmencita 80 g,Carmencita,"Gelatinas y Flanes > Harinas, Postres y Repostería > Despensa > Experiencias Jumbo > Productos Importados > Productos Españoles",https://www.jumbo.cl/crema-catalana-carmencita-80-g,"Almidón de maíz,  Sal,  Maltodextrina,  Extracto de azafrán,  Aromatizante artificial","Apto para APLV, Libre de Lactosa, Vegano, Vegetariano, Libre de Soya, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo","1 Cda, (8 g)",10,349 / 27.9,0.4 / 0,0.6 / 0,0 / 0,0 / 0,0 / 0,85.4 / 6.8,0 / 0,507 / 40.6,,solido,por_100g,SI,NO,NO,SI,2
Jumbo,Helado Jumbo Frutilla a la Crema,Jumbo,"Helados Premium > Helados y Postres > Lácteos, Huevos y Congelados",https://www.jumbo.cl/frutilla-a-la-crm-2064120,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Crema Depilatoria de Rostro Pielarmina Depil,Pielarmina,Protectores Diarios > Protección Femenina > Cuidado Personal y Bebé,https://www.jumbo.cl/crema-depilatoria-pielarmina-rostro-p-s-2050001,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Crema Desitin Ungüento 57 g,Desitin,Perfumería Infantil > Bebé > Cuidado Personal y Bebé,https://www.jumbo.cl/crema-desitin-unguento-57gr-2005349,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Ravioles a la Crema 380 g,Apóstoles,Pastas Frescas y Salsas > Comidas Preparadas > Experiencias Jumbo,https://www.jumbo.cl/ravioles-a-la-crema-380gr,"Sémola de trigo,  Carne de vacuno procesada,  Proteína vegetal texturizada de soya,  Aceite de soya interesterificado,  Manteca de palmiste interesterificada,  Aceite de palma fraccionada,  Saborizante idéntico al natural,  Almidón de maíz,  Azúcar,  Queso parmesano,  Sorbato de potasio,  ácido sórbico,  Suero de leche,  Estearoil lactilato de sodio,  Bicarbonato de sodio,  Levadura,  Especias en polvo,  Colorante betacaroteno,  Leche líquida,  Cebolla,  Champiñones,  Emulsionante mono y diglicéridos de ácidos grasos,  Carragenina,  Goma xantana,  Crema láctea pasteurizada,  Harina de trigo,  Peróxido de benzoilo,  Hierro,  Niacina,  Tiamina,  ácido fólico,  Riboflavina,  Gluten,  Carne de cerdo,  Cloruro de potasio,  Cloruro de sodio,  Lactato de potasio,  Dextrosa,  Jarabe de glucosa,  Citrato de sodio,  Trifosfato pentasódico,  Difosfato disódico,  Saborizantes naturales,  Ascorbato de sodio,  Etil-lauronil arginato,  Nitrito de sodio,  Sal,  Vino blanco (sulfitos),  Leche,  Soya,  Sulfitos","Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces",1 Plato (380 g),1,122 / 463.6,3.69 / 14,3.73 / 14.2,1.97 / 7.5,0.09 / 0.3,7.18 / 27.3,17.1 / 65,2.24 / 8.5,271 / 1029.8,,solido,por_100g,NO,NO,NO,NO,0
Jumbo,Crema de Afeitar Biobrands 100 g,Biobrands,Espuma y Crema para Afeitar > Cuidado Masculino > Cuidado Personal y Bebé,https://www.jumbo.cl/crema-de-afeitar-biobrands-100gr-2024042,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Crema Reparadora Preface 50 g,Preface,Cremas para Manos > Cuidado Corporal > Cuidado Personal y Bebé,https://www.jumbo.cl/crema-reparadora-preface-50-g-para-manos-y-unas-con-parafina-y-urea,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Crema Maggi Espárragos 68 g,Maggi,"Cremas y Sopas > Sopas, Cremas e Instantáneos > Despensa",https://www.jumbo.cl/crema-de-esparragos-maggi-sobre-68-g-2,"Harina de arroz,  Almidón de maíz,  Maltodextrina,  Sal,  Leche descremada,  Aceite vegetal de palma,  Espárragos 2.5%,  Cebolla 0.4%,  Perejil 0.26%,  Saborizante idéntico al natural,  Almidón de papa,  Azúcar,  Acentuador del sabor (glutamato de sodio),  Acentuador del sabor (inosinato de sodio),  Extracto de levadura,  Cúrcuma,  Leche,  Sulfitos","Libre de Peces, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Vegetariano",1/5 de Sobre (14 g),5,348 / 48.7,5 / 0.7,5.6 / 0.8,2.1 / 0.3,0.1 / 0,2 / 0.3,69.5 / 9.7,5.8 / 0.8,5156 / 721.8,,solido,por_100g,SI,NO,NO,SI,2
Jumbo,Crema de Zapallo Wasil 380 g,Wasil,Comidas Listas > Conservas > Despensa,https://www.jumbo.cl/crema-de-zapallo-wasil-380-g-tetra,"Agua,  Zapallo,  Crema de leche,  Almidón modificado de maíz,  Cebolla,  Sal,  Aroma idéntico a natural,  Aceite vegetal de oliva,  Zanahoria,  Pimentón rojo,  Pimentón verde,  Pimentón amarillo,  Goma xántica","Vegetariano, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos",1 Taza (200 g),2,44 / 88,0.6 / 1.2,2.7 / 5.4,1.5 / 3,0.1 / 0.2,9 / 18,4.2 / 8.4,2 / 4,302 / 604,,solido,por_100g,NO,NO,NO,NO,0
Jumbo,Crema Maggi Choclo 79 g,Maggi,"Cremas y Sopas > Sopas, Cremas e Instantáneos > Despensa",https://www.jumbo.cl/crema-de-choclos-maggi-sobre-79-g-2,"Harina de trigo,  Harina de maíz,  Almidón de maíz,  Sal,  Choclo 8.9%,  Leche descremada,  Azúcar,  Aceite vegetal de palma,  Cebolla,  Pimiento rojo 0.3%,  Perejil 0.1%,  Saborizantes naturales,  Saborizante idéntico al natural,  Extracto de levadura,  Sal,  Albahaca,  Cúrcuma,  Pimienta,  Gluten,  Leche, Harina de trigo,  Harina de maíz,  Almidón de maíz,  Sal,  Choclo 8.9%,  Leche descremada,  Azúcar,  Aceite vegetal de palma,  Cebolla,  Pimiento rojo 0.3%,  Perejil 0.1%,  Saborizantes naturales,  Saborizante idéntico al natural,  Extracto de levadura,  Sal,  Albahaca,  Cúrcuma,  Pimienta,  Gluten,  Leche","Libre de Peces, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Vegetariano, Libre de Peces, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Vegetariano",1/5 Sobre (16 g),5,"395 / 63.2, 395 / 63.2",6.8 / 1.1,6.6 / 1.1,2.6 / 0.4,0.1 / 0,1.9 / 0.3,77 / 12.3,13.2 / 2.1,4373 / 699.7,,solido,por_100g,SI,SI,NO,SI,3
Jumbo,Crema Pastelera Gourmet Sobre 78 g,Gourmet,"Cremas > Harinas, Postres y Repostería > Despensa",https://www.jumbo.cl/crema-pastelera-gourmet-sobre-78-g,"Azúcar,  Almidón de maíz modificado,  Maltodextrina,  Alginato de sodio,  Pirofosfato de sodio,  Sorbato de potasio,  Saborizante artificial,  Annato,  Cúrcuma","Libre de Lactosa, Vegano, Vegetariano, Libre de Peces, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos",1 Cda (9 g),9,386 / 34.7,0.1 / 0,0 / 0,,,,96.5 / 8.7,72.1 / 6.5,273 / 24.6,,solido,por_100g,SI,SI,sin_datos,NO,2
Jumbo,Crema de Turrón 1880 200 g,1880,"Mantequilla de Maní y Cremas Dulces > Mermeladas, Miel y Otros > Despensa > Experiencias Jumbo > Productos Importados > Productos Españoles",https://www.jumbo.cl/crema-turron-200g-2038212,,,,,,,,,,,,,,,solido,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Crema Schwartau Chocolate 400 g,Schwartau,"Mantequilla de Maní y Cremas Dulces > Mermeladas, Miel y Otros > Despensa > Experiencias Jumbo > Productos Importados > Productos Alemanes",https://www.jumbo.cl/crema-chocolate-schwartau-400-g,"Azúcar,  Aceite vegetal hidrogenado de colza,  Aceite vegetal hidrogenado de palma,  Leche en polvo (7%),  Cacao en polvo (3%),  Suero dulce en polvo,  Carbonato de calcio,  Lecitina de girasol,  Aromatizante natural (contiene leche),  Sal,  Leche (lactosa)","Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Sulfitos, Libre de Trigo",1 Cda (15 g),26,561 / 84.2,2.6 / 0.4,34.7 / 5.2,7.9 / 1.2,0 / 0,0 / 0,58.9 / 8.8,58.7 / 8.8,59 / 8.9,,solido,por_100g,SI,SI,SI,NO,3
Jumbo,Plato de Pan Solid Color Crema,Krea,"Cocina y Mesa > Hogar > Hogar, Juguetería y Librería",https://www.jumbo.cl/plato-de-pan-solid-color-crema-aa24-1967253,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Urearepair Plus Crema de Manos 5%,Eucerin,Cuidado Corporal > Dermocosmética > Farmacia,https://www.jumbo.cl/urea-repair-hand-cream-75ml-1901933,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Crema Maggi Tomates 45 g,Maggi,"Cremas y Sopas > Sopas, Cremas e Instantáneos > Despensa",https://www.jumbo.cl/crema-maggi-trad-tomates-45g-1960108,"Tomate deshidratado 28%,  Harina de trigo,  Almidón de maíz,  Azúcar,  Sal,  Cebolla 3%,  Pimentón 1%,  Betarraga,  Laurel,  Ajo,  Aceite vegetal de palma,  Saborizante natural,  Harina de arroz,  Pimienta,  Colorante natural caramelo i,  Gluten,  Sulfitos","Libre de Lactosa, Vegano, Libre de Peces, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Vegetariano",1/3 del Sobre (15 g),3,403 / 60.5,6.3 / 0.9,5.6 / 0.8,,,,81.8 / 12.3,32.6 / 4.9,3631 / 544.7,,solido,por_100g,SI,SI,sin_datos,SI,3
Jumbo,Crema Maggi Zapallo 45 g,Maggi,"Cremas y Sopas > Sopas, Cremas e Instantáneos > Despensa",https://www.jumbo.cl/crema-maggi-trad-zapallo-45g-1960109,"Almidón de maíz,  Harina de trigo,  Harina de maíz,  Hojuela de zapallo (7.9%),  Cebolla (0.9%),  Apio,  Perejil (0.3%),  Pimentón,  Ajo,  Azúcar,  Sal,  Aceite vegetal de palma,  Harina de soya,  Saborizantes naturales,  Cúrcuma,  Eneldo,  Pimienta,  Nuez moscada,  Extracto de levadura,  Gluten,  Soya,  Sulfitos","Libre de Lactosa, Vegano, Libre de Peces, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Vegetariano",1/3 del Sobre (15 g),3,368 / 55.2,5.3 / 0.8,6.1 / 0.9,,,,72.8 / 10.9,18.5 / 2.8,4275 / 641.3,,solido,por_100g,SI,SI,sin_datos,SI,3
Jumbo,Queque Frankfurt con Crema Pastelera,Jumbo Artesanal,"Muffins, Queques y Magdalenas > Pastelería > Panadería y Pastelería > Experiencias Jumbo > Marcas Exclusivas > Jumbo Artesanal",https://www.jumbo.cl/queque-frankfurt-jumbo-crema-pastelera-masa-e-2-2,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Crema Chantilly Soprole 250 g,Soprole,"Cremas > Harinas, Postres y Repostería > Despensa",https://www.jumbo.cl/crema-chantilly-soprole-botella-250-g-spray-2,"Crema de leche (92%),  Azúcar,  ésteres lácticos y de ácidos grasos del glicerol,  Mono y diglicéridos de ácidos grasos,  Carragenina,  Gas propelente (óxido nitroso)","Libre de Soya, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo",2 Cucharadas Soperas (10 g),25,294 / 29.4,2.4 / 0.2,28 / 2.8,20 / 2,1 / 0.1,74 / 7.4,8.1 / 0.8,8.1 / 0.8,32 / 3.2,,solido,por_100g,SI,NO,SI,NO,2
Jumbo,Crema de Coco Deyco 396 ml,Deyco,"Cremas > Harinas, Postres y Repostería > Despensa",https://www.jumbo.cl/crema-de-coco-deyco-396-ml,"Extracto de coco,  Agua,  Monoestearato de glicerilo,  Goma guar,  Polisorbato 60,  Carboximetil celulosa sódica (cmc),  Goma xantán,  Metabisulfito de sodio","Apto para APLV, Libre de Lactosa, Libre de Soya, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Trigo",1 Cucharada (15 g),26,180 / 27,1.3 / 0.2,18 / 2.7,,,,2.8 / 0.4,1.4 / 0.2,21 / 3.2,,solido,por_100g,NO,NO,sin_datos,NO,0
Jumbo,Crema de Espárragos Gourmet 68 g,Gourmet,"Cremas y Sopas > Sopas, Cremas e Instantáneos > Despensa",https://www.jumbo.cl/crema-de-esparragos-gourmet-68-g,"Harina de trigo,  Maltodextrina,  Almidón de maíz,  Sal,  Saborizante idéntico a natural,  Extracto de levadura,  Cebolla,  Espárrago en polvo 1%,  Azúcar,  Inosinato de sodio,  Guanilato de sodio,  Perejil,  Goma xantán,  Espinaca en polvo,  Clorofila,  Cúrcuma,  Gluten (trigo)","Libre de Lactosa, Libre de Peces, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos",1/5 Sobre (13.6 g),5,313 / 42.6,6.9 / 0.9,0.5 / 0.1,,,,70.9 / 9.6,2.2 / 0.3,3921 / 533.3,,solido,por_100g,SI,NO,sin_datos,SI,2
Jumbo,Helado Crema Americana 750 g,Jumbo,"Helados Premium > Helados y Postres > Lácteos, Huevos y Congelados",https://www.jumbo.cl/helado-crema-americana-750-g,"Leche fluida entera uht,  Azúcar,  Crema de leche uht,  Leche en polvo entera,  Clara de huevo pasteurizada,  Monohidrato de dextrosa,  Extracto de vainilla,  Estabilizante goma guar (ins 412),  Leche,  Huevo","Vegetariano, Libre de Soya, Libre de Peces, Libre de Mariscos, Libre de Sulfitos, Libre de Trigo",1 Bolita (60 g),13,208 / 124.8,3.6 / 2.2,8.9 / 5.3,5.8 / 3.5,0 / 0,11 / 6.6,28 / 16.8,23 / 13.8,70 / 42,,solido,por_100g,NO,SI,SI,NO,2
Jumbo,Crema de Espárragos Naturezza 60 g,Naturezza,"Cremas y Sopas > Sopas, Cremas e Instantáneos > Despensa",https://www.jumbo.cl/crema-de-esparragos-naturezza-68-g,"Harina de trigo (gluten),  Almidón de maíz,  Sal,  Maltodextrina,  Manteca de palma,  Espárragos en polvo (1.7%),  Suero de leche,  Acentuador de sabor glutamato monosódico,  Acentuador de sabor inosinato de sodio,  Acentuador de sabor guanilato de sodio,  Proteína de soya,  Azúcar,  Saborizante idéntico a natural,  Cebolla deshidratada,  Ajo deshidratado,  Perejil deshidratado,  Especia (cúrcuma),  Gluten,  Soya,  Derivados lácteos","Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces",1/5 Sobre (12 g),5,303 / 36.4,6.3 / 0.8,4.5 / 0.5,,,,59.2 / 7.1,5.2 / 0.6,7000 / 840,,solido,por_100g,SI,NO,sin_datos,SI,2
Jumbo,Crema de Pollo Naturezza 60 g,Naturezza,"Cremas y Sopas > Sopas, Cremas e Instantáneos > Despensa",https://www.jumbo.cl/crema-de-pollo-naturezza-72-g,"Harina de trigo (gluten),  Almidón de maíz,  Sal,  Manteca de palma,  Grasa de pollo,  Antioxidante tocoferoles mixtos,  Suero de leche,  Acentuador de sabor glutamato monosódico,  Acentuador de sabor inosinato de sodio,  Acentuador de sabor guanilato de sodio,  Maltodextrina,  Proteína de soya,  Azúcar,  Saborizantes idénticos a natural,  Saborizante natural,  Cebolla deshidratada,  Ajo deshidratado,  Perejil deshidratado,  Cúrcuma,  Gluten,  Soya,  Derivados lácteos","Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces",1/5 de Sobre (12 g),5,315 / 37.8,6.2 / 0.7,7 / 0.8,,,,56.8 / 6.8,4.4 / 0.5,7700 / 924,,solido,por_100g,SI,NO,sin_datos,SI,2
Jumbo,Crema Chantilly Gourmet Sobre 60 g,Gourmet,"Cremas > Harinas, Postres y Repostería > Despensa",https://www.jumbo.cl/crema-chantilly-gourmet-sobre-60-g,"Maltodextrina,  Azúcar,  Jarabe de glucosa,  Grasa hidrogenada de palma,  Almidón de papa modificado,  Emulsificante (mono y diglicéridos de ácidos grasos),  Emulsificante (esteres acéticos y ácidos grasos del glicerol),  Caseinato de sodio,  Suero de leche en polvo,  Estabilizante (fosfato de potasio),  Fosfato disódico,  Pirofosfato de sodio,  Alginato de sodio,  Leche descremada en polvo,  Goma xantán,  Saborizante idéntico a natural,  Saborizante artificial,  Sucralosa,  Tartrazina,  Amarillo crepúsculo,  Rojo allura ac,  Leche (caseinato)","Libre de Peces, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos",1 Cda (10 g),6,453 / 45.3,2 / 0.2,14.1 / 1.4,13.6 / 1.4,0.1 / 0,0.1 / 0,79.4 / 7.9,21.9 / 2.2,155 / 15.5,,solido,por_100g,SI,SI,SI,NO,3
Jumbo,Crema Pastelera Gourmet 400 g,Gourmet,"Cremas > Harinas, Postres y Repostería > Despensa",https://www.jumbo.cl/crema-pastelera-gourmet-400-g,"Azúcar,  Almidón modificado de papa,  Suero de leche,  Leche entera en polvo,  Maltodextrina,  Alginato de sodio,  Dióxido de titanio,  Estearoil lactilato de sodio,  Fosfato de sodio,  Mono y diglicéridos,  Sorbato de potasio,  Saborizante artificial,  Cloruro de calcio,  Fosfato tricálcico,  Tartrazina,  Amarillo crepúsculo,  Rojo allura ac,  Leche","Libre de Peces, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos",1 Cda (9 g),44,"403 / 36.3, 403 / 36.3",3 / 0.3,6.7 / 0.6,,,,82.6 / 7.4,49.6 / 4.5,520 / 46.8,,solido,por_100g,SI,SI,sin_datos,SI,3
Jumbo,Crema de Manos Pielarmina 1 un.,Pielarmina,Cremas para Manos > Cuidado Corporal > Cuidado Personal y Bebé,https://www.jumbo.cl/crema-de-manos-pielarmina-1-unid,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Crema Campbell's Champiñon 305 g,Campbell's,"Cremas y Sopas > Sopas, Cremas e Instantáneos > Despensa",https://www.jumbo.cl/crema-campbell-s-champinon-305-g,"Agua,  Champiñones (10%),  Aceite vegetal de maíz,  Aceite vegetal de canola,  Aceite vegetal de soya,  Almidón modificado,  Harina de trigo,  Sal,  Crema de leche,  Proteína de suero de leche deshidratado,  Concentrado de proteína de soya,  Glutamato monosódico,  Extracto de levadura,  Saborizante natural,  Ajo deshidratado,  Trigo (gluten),  Leche,  Soya","Vegetariano, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces",1 Taza (200 ml),3,71 / 142,2.2 / 4.4,6.5 / 13,1.1 / 2.2,0 / 0,0 / 0,6.5 / 13,0.9 / 1.8,75.2 / 150.4,,liquido,por_100ml,SI,NO,NO,NO,1
Jumbo,Plato de Sopa Solid Color Crema,Krea,"Cocina y Mesa > Hogar > Hogar, Juguetería y Librería",https://www.jumbo.cl/plato-de-sopa-solid-color-crema-aa24-1967256,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Crema Ácida Quillayes 160 g,Quillayes,"Cremas > Harinas, Postres y Repostería > Despensa",https://www.jumbo.cl/crema-acida-160-gr-2066235,"Crema de leche pasteurizada,  Leche entera fluida,  Leche en polvo entera,  Gelatina,  Almidón modificado de maíz,  Fermentos lácticos seleccionados,  Carragenina,  Fosfato disódico,  Sorbato de potasio,  Leche","Libre de Soya, Libre de Huevo, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo",2 Cucharadas (25 g),6,287 / 71.8,5.3 / 1.3,28.6 / 7.2,18.09 / 4.5,1.16 / 0.3,150 / 37.5,2.1 / 0.5,2.1 / 0.5,43 / 10.8,,solido,por_100g,SI,NO,SI,NO,2
Jumbo,Pechuga de Pollo Asada Super Pollo Granel,Super Pollo,Pechuga de Pavo y Pollo > Fiambres > Quesos y Fiambres,https://www.jumbo.cl/pechuga-de-pollo-asada-super-pollo-granel-2,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Churrasco Pollo Super Pollo 350 g,Super Pollo,Menudencias de Pollo y Otros > Pollo > Carnes y Pescados,https://www.jumbo.cl/churrasco-pollo-super-pollo-350-gr-1976727,"Carne de pollo marinada,  Agua,  Acetato de potasio,  Tripolifosfato de sodio,  Diacetato de potasio,  Sal,  Goma xanthan","Libre de Lactosa, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos",1 Trozo (80 g),4,92 / 73.6,19.5 / 15.6,1.4 / 1.1,,,,0.4 / 0.3,0.2 / 0.2,186 / 148.8,,solido,por_100g,NO,NO,sin_datos,NO,0
Jumbo,Crocante de Pollo Super Pollo 100 g,Super Pollo,"Apanados > Nuggets, Apanados y Embutidos > Lácteos, Huevos y Congelados",https://www.jumbo.cl/crocante-de-pollo-super-pollo-100-g-2,"Carne de pollo,  Agua,  Harina de trigo,  Proteína de soya,  Aceite de maravilla,  Maltodextrina,  Aceite de soya,  Sal,  Almidón modificado de maíz,  Levadura,  Tripolifosfato de sodio,  Glutamato monosódico,  Cebolla en polvo,  Paprika,  Cúrcuma,  Aromatizante idéntico al natural,  Eritorbato de sodio,  Saborizante natural,  Ajo deshidratado,  Pimienta negra,  Bht,  Soya,  Gluten","Libre de Lactosa, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos",1 Unidad (100 g),1,226 / 226,11.4 / 11.4,13.5 / 13.5,2.42 / 2.4,0.1 / 0.1,22.5 / 22.5,14.7 / 14.7,2.1 / 2.1,277 / 277,,solido,por_100g,NO,NO,NO,NO,0
Jumbo,Pechuga Deshuesada de Pollo Super Pollo Granel,Super Pollo,Filetes y Pechugas de Pollo > Pollo > Carnes y Pescados > Trutros y Pechugas a Granel,https://www.jumbo.cl/pechuga-deshuesada-de-pollo-super-pollo-granel,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Tutitos de Pollo Super Pollo Bolsa 500 g,Super Pollo,"Apanados > Nuggets, Apanados y Embutidos > Lácteos, Huevos y Congelados",https://www.jumbo.cl/tutitos-de-pollo-crispys-super-pollo-500-g,"Carne de pollo,  Agua,  Harina de trigo,  Proteína de soya,  Aceite de maravilla,  Maltodextrina,  Sal,  Aceite de soya,  Levadura,  Azúcar,  Almidón modificado de maíz,  Tripolifosfato de sodio,  Glutamato monosódico,  Cebolla deshidratada,  Sabor idéntico a natural,  Eritorbato de sodio,  Ajo deshidratado,  Pimienta,  Bht,  Saborizante natural,  Soya,  Gluten","Libre de Lactosa, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos",3 Unidades (90 g),6,218 / 196.2,12.2 / 11,11.9 / 10.7,2.26 / 2,0.01 / 0,19.5 / 17.6,15.4 / 13.9,0.6 / 0.5,340 / 306,,solido,por_100g,NO,NO,NO,NO,0
Jumbo,Escalopa Pechuga de Pollo Super Pollo 350 g,Super Pollo,Menudencias de Pollo y Otros > Pollo > Carnes y Pescados,https://www.jumbo.cl/escalopa-pechuga-pollo-super-pollo-350-g-2045144,"Pechuga de pollo,  Empanizado,  Agua,  Harina de trigo,  Harina de maíz,  Sal,  Ajo,  Alginato de sodio,  Acetato de potasio,  Diacetato de potasio,  Gluten","Apto para APLV, Libre de Lactosa, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos",1 Trozo (80 g),4,170 / 136,16 / 12.8,2.7 / 2.2,0.9 / 0.7,0.1 / 0.1,31 / 24.8,20.4 / 16.3,2.1 / 1.7,368 / 294.4,,solido,por_100g,NO,NO,NO,NO,0
Jumbo,Pechuga de Pollo Asada Super Pollo 150 g,Super Pollo,Pechuga de Pavo y Pollo > Fiambres > Quesos y Fiambres,https://www.jumbo.cl/pechuga-pollo-asada-sp-150g-1858251,"Carne de pollo,  Agua,  Proteína de soya,  Sal,  Dextrosa,  Carragenina,  Tripolifosfato de sodio,  Eritorbato de sodio,  Pirofosfato tetrasódico,  Hexametafosfato de sodio,  Maltodextrina,  Nitrito de sodio,  Transglutaminasa,  Soya","Apto para APLV, Libre de Lactosa, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo",1 Lámina (15 g),10,78 / 11.7,14.1 / 2.1,1.9 / 0.3,0.5 / 0.1,0.1 / 0,30 / 4.5,0.5 / 0.1,0.5 / 0.1,1097 / 164.6,,solido,por_100g,NO,NO,NO,SI,1
Jumbo,Pollo Entero con Menudencias Don Pollo Envasado,Don Pollo,Pollo Entero > Pollo > Carnes y Pescados,https://www.jumbo.cl/pollo-entero-con-menudencias-don-pollo-granel,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Albóndigas de Pollo Super Pollo Congeladas 300 g,Super Pollo,Pollo Entero > Pollo > Carnes y Pescados,https://www.jumbo.cl/albondiga-pollo-congelada-super-350-gr-2044256,"Trutro deshuesado y sin piel de pollo,  Agua,  Pimentón,  Sal,  Azúcar,  Comino,  Orégano,  Eritorbato de sodio,  ácido cítrico,  Saborizantes naturales,  Tripolifosfato de sodio,  Pirofosfato tetrasódico 450iii,  Pirofosfato ácido de sodio 450i,  Pimienta negra en polvo,  Guanilato de sodio,  Dióxido de silicio amorfo,  Inosinato de sodio,  Maltodextrina","Apto para APLV, Libre de Lactosa, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo",90 G (90 g),3,131 / 117.9,16.6 / 14.9,5.9 / 5.3,1.6 / 1.4,0 / 0,73 / 65.7,2.8 / 2.5,1.2 / 1.1,340 / 306,,solido,por_100g,NO,NO,NO,NO,0
